_phrase_,type,grammar_symbol,value
"('Linderi',)",tänav,TÄNAV,whatevs
"('Linnamäe',)",tänav,TÄNAV,whatevs
"('Linnu',)",tänav,TÄNAV,whatevs
"('Linnumetsa',)",tänav,TÄNAV,whatevs
"('Linnumäe',)",tänav,TÄNAV,whatevs
"('Linnuse',)",tänav,TÄNAV,whatevs
"('Liukivi',)",tänav,TÄNAV,whatevs
"('Lobjaka',)",tänav,TÄNAV,whatevs
"('Lodja',)",tänav,TÄNAV,whatevs
"('Lodju',)",tänav,TÄNAV,whatevs
"('Logi',)",tänav,TÄNAV,whatevs
"('Lohu',)",tänav,TÄNAV,whatevs
"('Loigu',)",tänav,TÄNAV,whatevs
"('Loite',)",tänav,TÄNAV,whatevs
"('Loitsu',)",tänav,TÄNAV,whatevs
"('Lontova',)",tänav,TÄNAV,whatevs
"('Loo',)",tänav,TÄNAV,whatevs
"('Loode',)",tänav,TÄNAV,whatevs
"('Looduse',)",tänav,TÄNAV,whatevs
"('Looga',)",tänav,TÄNAV,whatevs
"('Loojangu',)",tänav,TÄNAV,whatevs
"('Loometsa',)",tänav,TÄNAV,whatevs
"('Loomuse',)",tänav,TÄNAV,whatevs
"('Loosi',)",tänav,TÄNAV,whatevs
"('Lootsi',)",tänav,TÄNAV,whatevs
"('Lootuse',)",tänav,TÄNAV,whatevs
"('Lossi',)",tänav,TÄNAV,whatevs
"('Lossimäe',)",tänav,TÄNAV,whatevs
"('Lubja',)",tänav,TÄNAV,whatevs
"('Lubjaahju',)",tänav,TÄNAV,whatevs
"('Lucca',)",tänav,TÄNAV,whatevs
"('Luha',)",tänav,TÄNAV,whatevs
"('Luige',)",tänav,TÄNAV,whatevs
"('Luigelahe',)",tänav,TÄNAV,whatevs
"('Luise',)",tänav,TÄNAV,whatevs
"('Luisu',)",tänav,TÄNAV,whatevs
"('Luite',)",tänav,TÄNAV,whatevs
"('Luke',)",tänav,TÄNAV,whatevs
"('Luku',)",tänav,TÄNAV,whatevs
"('Lume',)",tänav,TÄNAV,whatevs
"('Lumiku',)",tänav,TÄNAV,whatevs
"('Lumimarja',)",tänav,TÄNAV,whatevs
"('Lummu',)",tänav,TÄNAV,whatevs
"('Nikolai', 'Lunini')",tänav,TÄNAV,whatevs
"('Lunini',)",tänav,TÄNAV,whatevs
"('Georg', 'Lurichi')",tänav,TÄNAV,whatevs
"('Lurichi',)",tänav,TÄNAV,whatevs
"('Luste',)",tänav,TÄNAV,whatevs
"('Lutsu',)",tänav,TÄNAV,whatevs
"('Anton', 'Lutsu')",tänav,TÄNAV,whatevs
"('Karl', 'Lutsu')",tänav,TÄNAV,whatevs
"('Oskar', 'Lutsu')",tänav,TÄNAV,whatevs
"('Luule',)",tänav,TÄNAV,whatevs
"('Lõhe',)",tänav,TÄNAV,whatevs
"('Lõhmuse',)",tänav,TÄNAV,whatevs
"('Lõikuse',)",tänav,TÄNAV,whatevs
"('Lõime',)",tänav,TÄNAV,whatevs
"('Lõimise',)",tänav,TÄNAV,whatevs
"('Lõkke',)",tänav,TÄNAV,whatevs
"('Lõkketule',)",tänav,TÄNAV,whatevs
"('Lõo',)",tänav,TÄNAV,whatevs
"('Lõokese',)",tänav,TÄNAV,whatevs
"('Lõpu',)",tänav,TÄNAV,whatevs
"('Lõuendi',)",tänav,TÄNAV,whatevs
"('Lõuka',)",tänav,TÄNAV,whatevs
"('Lõuna',)",tänav,TÄNAV,whatevs
"('Lõvi',)",tänav,TÄNAV,whatevs
"('Lõõtsa',)",tänav,TÄNAV,whatevs
"('Läike',)",tänav,TÄNAV,whatevs
"('Lätte',)",tänav,TÄNAV,whatevs
"('Aleksander', 'Lätte')",tänav,TÄNAV,whatevs
"('Lääne',)",tänav,TÄNAV,whatevs
"('A.', 'Lääne')",tänav,TÄNAV,whatevs
"('Läänekaare',)",tänav,TÄNAV,whatevs
"('Lühike',)",tänav,TÄNAV,whatevs
"('Lüli',)",tänav,TÄNAV,whatevs
"('Lülle',)",tänav,TÄNAV,whatevs
"('Lüübeki',)",tänav,TÄNAV,whatevs
"('Lüüsi',)",tänav,TÄNAV,whatevs
"('Maagi',)",tänav,TÄNAV,whatevs
"('Maakri',)",tänav,TÄNAV,whatevs
"('Maamõõtja',)",tänav,TÄNAV,whatevs
"('Maardla',)",tänav,TÄNAV,whatevs
"('Maarja',)",tänav,TÄNAV,whatevs
"('Maarjaheina',)",tänav,TÄNAV,whatevs
"('Maarjamäe',)",tänav,TÄNAV,whatevs
"('Maasika',)",tänav,TÄNAV,whatevs
"('Maastiku',)",tänav,TÄNAV,whatevs
"('Madala',)",tänav,TÄNAV,whatevs
"('Madalmaa',)",tänav,TÄNAV,whatevs
"('Madara',)",tänav,TÄNAV,whatevs
"('Madise',)",tänav,TÄNAV,whatevs
"('Madruse',)",tänav,TÄNAV,whatevs
"('Magasini',)",tänav,TÄNAV,whatevs
"('Magdaleena',)",tänav,TÄNAV,whatevs
"('Magistri',)",tänav,TÄNAV,whatevs
"('Mahla',)",tänav,TÄNAV,whatevs
"('Mahlamäe',)",tänav,TÄNAV,whatevs
"('Mahtra',)",tänav,TÄNAV,whatevs
"('Mai',)",tänav,TÄNAV,whatevs
"('1.', 'Mai')",tänav,TÄNAV,whatevs
"('Maidla',)",tänav,TÄNAV,whatevs
"('Maie',)",tänav,TÄNAV,whatevs
"('Maimu',)",tänav,TÄNAV,whatevs
"('Maisi',)",tänav,TÄNAV,whatevs
"('Maja',)",tänav,TÄNAV,whatevs
"('Majaka',)",tänav,TÄNAV,whatevs
"('Richard', 'Majaka')",tänav,TÄNAV,whatevs
"('Vladimir', 'Majakovski')",tänav,TÄNAV,whatevs
"('Majakovski',)",tänav,TÄNAV,whatevs
"('Admiral', 'Makarovi')",tänav,TÄNAV,whatevs
"('Makarovi',)",tänav,TÄNAV,whatevs
"('Maksimäe',)",tänav,TÄNAV,whatevs
"('Maleva',)",tänav,TÄNAV,whatevs
"('Malle',)",tänav,TÄNAV,whatevs
"('Malmi',)",tänav,TÄNAV,whatevs
"('Malmö',)",tänav,TÄNAV,whatevs
"('Maneeži',)",tänav,TÄNAV,whatevs
"('Manufaktuuri',)",tänav,TÄNAV,whatevs
"('Marana',)",tänav,TÄNAV,whatevs
"('Marati',)",tänav,TÄNAV,whatevs
"('Mardi',)",tänav,TÄNAV,whatevs
"('Mardika',)",tänav,TÄNAV,whatevs
"('Mardipere',)",tänav,TÄNAV,whatevs
"('Maria',)",tänav,TÄNAV,whatevs
"('Marienburi',)",tänav,TÄNAV,whatevs
"('Marina',)",tänav,TÄNAV,whatevs
"('Marja',)",tänav,TÄNAV,whatevs
"('Marjamaa',)",tänav,TÄNAV,whatevs
"('Marmori',)",tänav,TÄNAV,whatevs
"('Marsi',)",tänav,TÄNAV,whatevs
"('Marta',)",tänav,TÄNAV,whatevs
"('Martna',)",tänav,TÄNAV,whatevs
"('Martsa',)",tänav,TÄNAV,whatevs
"('Maru',)",tänav,TÄNAV,whatevs
"('Masina',)",tänav,TÄNAV,whatevs
"('Akadeemik', 'Maslovi')",tänav,TÄNAV,whatevs
"('Maslovi',)",tänav,TÄNAV,whatevs
"('Masti',)",tänav,TÄNAV,whatevs
"('Matsi',)",tänav,TÄNAV,whatevs
"('Arnold', 'Maureri')",tänav,TÄNAV,whatevs
"('Maureri',)",tänav,TÄNAV,whatevs
"('Mee',)",tänav,TÄNAV,whatevs
"('Meedikute',)",tänav,TÄNAV,whatevs
"('Meegomäe',)",tänav,TÄNAV,whatevs
"('Meelespea',)",tänav,TÄNAV,whatevs
"('Meeliku',)",tänav,TÄNAV,whatevs
"('Meelise',)",tänav,TÄNAV,whatevs
"('Meeme',)",tänav,TÄNAV,whatevs
"('Meeri',)",tänav,TÄNAV,whatevs
"('Meeruse',)",tänav,TÄNAV,whatevs
"('Mehaanika',)",tänav,TÄNAV,whatevs
"('Mehhanisaatori',)",tänav,TÄNAV,whatevs
"('Meierei',)",tänav,TÄNAV,whatevs
"('Meika',)",tänav,TÄNAV,whatevs
"('Meistri',)",tänav,TÄNAV,whatevs
"('Meistrite',)",tänav,TÄNAV,whatevs
"('Meleka',)",tänav,TÄNAV,whatevs
"('Voldemar', 'Melliku')",tänav,TÄNAV,whatevs
"('Melliku',)",tänav,TÄNAV,whatevs
"('Meloni',)",tänav,TÄNAV,whatevs
"('Mere',)",tänav,TÄNAV,whatevs
"('Merekalda',)",tänav,TÄNAV,whatevs
"('Merekooli',)",tänav,TÄNAV,whatevs
"('Meremärgi',)",tänav,TÄNAV,whatevs
"('Mereranna',)",tänav,TÄNAV,whatevs
"('Meresihi',)",tänav,TÄNAV,whatevs
"('Meretähe',)",tänav,TÄNAV,whatevs
"('Merevaigu',)",tänav,TÄNAV,whatevs
"('Mereääre',)",tänav,TÄNAV,whatevs
"('Merihärja',)",tänav,TÄNAV,whatevs
"('Merikanni',)",tänav,TÄNAV,whatevs
"('Merikotka',)",tänav,TÄNAV,whatevs
"('Merimetsa',)",tänav,TÄNAV,whatevs
"('Merinõela',)",tänav,TÄNAV,whatevs
"('Merirahu',)",tänav,TÄNAV,whatevs
"('Mesika',)",tänav,TÄNAV,whatevs
"('Mesila',)",tänav,TÄNAV,whatevs
"('Mesilase',)",tänav,TÄNAV,whatevs
"('Mesipuu',)",tänav,TÄNAV,whatevs
"('Metalli',)",tänav,TÄNAV,whatevs
"('Metsa',)",tänav,TÄNAV,whatevs
"('Johannes', 'Metsa')",tänav,TÄNAV,whatevs
"('Metsanuka',)",tänav,TÄNAV,whatevs
"('Metsanurga',)",tänav,TÄNAV,whatevs
"('Mait', 'Metsanurga')",tänav,TÄNAV,whatevs
"('Metsapargi',)",tänav,TÄNAV,whatevs
"('Metsavahi',)",tänav,TÄNAV,whatevs
"('Metsaveere',)",tänav,TÄNAV,whatevs
"('Metsaääre',)",tänav,TÄNAV,whatevs
"('Metshaldja',)",tänav,TÄNAV,whatevs
"('Metshirve',)",tänav,TÄNAV,whatevs
"('Metsise',)",tänav,TÄNAV,whatevs
"('Mierzejewski',)",tänav,TÄNAV,whatevs
"('Mihkli',)",tänav,TÄNAV,whatevs
"('Miko',)",tänav,TÄNAV,whatevs
"('Otto', 'Milderi')",tänav,TÄNAV,whatevs
"('Milderi',)",tänav,TÄNAV,whatevs
"('Mineraali',)",tänav,TÄNAV,whatevs
"('Mingi',)",tänav,TÄNAV,whatevs
"('Minnuse',)",tänav,TÄNAV,whatevs
"('Mirta',)",tänav,TÄNAV,whatevs
"('Ivan', 'Mitšurini')",tänav,TÄNAV,whatevs
"('Mitšurini',)",tänav,TÄNAV,whatevs
"('Molberti',)",tänav,TÄNAV,whatevs
"('Monopoli',)",tänav,TÄNAV,whatevs
"('Moonalao',)",tänav,TÄNAV,whatevs
"('Mooni',)",tänav,TÄNAV,whatevs
"('Moonuse',)",tänav,TÄNAV,whatevs
"('Moora',)",tänav,TÄNAV,whatevs
"('Mootori',)",tänav,TÄNAV,whatevs
"('Moskva',)",tänav,TÄNAV,whatevs
"('Aleksandr', 'Možaiski')",tänav,TÄNAV,whatevs
"('Možaiski',)",tänav,TÄNAV,whatevs
"('Mudamaimu',)",tänav,TÄNAV,whatevs
"('Hando', 'Mugasto')",tänav,TÄNAV,whatevs
"('Mugasto',)",tänav,TÄNAV,whatevs
"('Muhu',)",tänav,TÄNAV,whatevs
"('Mulla',)",tänav,TÄNAV,whatevs
"('Munamäe',)",tänav,TÄNAV,whatevs
"('Munga',)",tänav,TÄNAV,whatevs
"('Muraka',)",tänav,TÄNAV,whatevs
"('Murdlaine',)",tänav,TÄNAV,whatevs
"('Mureli',)",tänav,TÄNAV,whatevs
"('Murru',)",tänav,TÄNAV,whatevs
"('Muru',)",tänav,TÄNAV,whatevs
"('Murulaugu',)",tänav,TÄNAV,whatevs
"('Murumetsa',)",tänav,TÄNAV,whatevs
"('Murumäe',)",tänav,TÄNAV,whatevs
"('Muruplatsi',)",tänav,TÄNAV,whatevs
"('Mustaoja',)",tänav,TÄNAV,whatevs
"('Mustasõstra',)",tänav,TÄNAV,whatevs
"('Mustika',)",tänav,TÄNAV,whatevs
"('Mustjuure',)",tänav,TÄNAV,whatevs
"('Mustjõe',)",tänav,TÄNAV,whatevs
"('Mustjärve',)",tänav,TÄNAV,whatevs
"('Muti',)",tänav,TÄNAV,whatevs
"('Muuli',)",tänav,TÄNAV,whatevs
"('Muuluka',)",tänav,TÄNAV,whatevs
"('Muuseumi',)",tänav,TÄNAV,whatevs
"('Mõigu',)",tänav,TÄNAV,whatevs
"('Mõisa',)",tänav,TÄNAV,whatevs
"('Mõisajärve',)",tänav,TÄNAV,whatevs
"('Mõisamaa',)",tänav,TÄNAV,whatevs
"('Mõisapargi',)",tänav,TÄNAV,whatevs
"('Mõisapõllu',)",tänav,TÄNAV,whatevs
"('Mõisatalli',)",tänav,TÄNAV,whatevs
"('Mõisatorni',)",tänav,TÄNAV,whatevs
"('Mõisavahe',)",tänav,TÄNAV,whatevs
"('Mõisavälja',)",tänav,TÄNAV,whatevs
"('Mõisavärava',)",tänav,TÄNAV,whatevs
"('Mõneku',)",tänav,TÄNAV,whatevs
"('Mõrra',)",tänav,TÄNAV,whatevs
"('Mõtuse',)",tänav,TÄNAV,whatevs
"('Mõõdu',)",tänav,TÄNAV,whatevs
"('Mädarõika',)",tänav,TÄNAV,whatevs
"('Mäe',)",tänav,TÄNAV,whatevs
"('Mäealune',)",tänav,TÄNAV,whatevs
"('Mäealuse',)",tänav,TÄNAV,whatevs
"('Mäe-Jüri',)",tänav,TÄNAV,whatevs
"('Mäekalda',)",tänav,TÄNAV,whatevs
"('Mäekõrtsi',)",tänav,TÄNAV,whatevs
"('Mäeküla',)",tänav,TÄNAV,whatevs
"('Mäeotsa',)",tänav,TÄNAV,whatevs
"('Mäepealse',)",tänav,TÄNAV,whatevs
"('Mäepere',)",tänav,TÄNAV,whatevs
"('Mäetaguse',)",tänav,TÄNAV,whatevs
"('Mäetõnu',)",tänav,TÄNAV,whatevs
"('Mäevälja',)",tänav,TÄNAV,whatevs
"('Mägra',)",tänav,TÄNAV,whatevs
"('Jakob', 'Mändmetsa')",tänav,TÄNAV,whatevs
"('Mändmetsa',)",tänav,TÄNAV,whatevs
"('Mängu',)",tänav,TÄNAV,whatevs
"('Mänguvälja',)",tänav,TÄNAV,whatevs
"('Männa',)",tänav,TÄNAV,whatevs
"('Männi',)",tänav,TÄNAV,whatevs
"('Männijärve',)",tänav,TÄNAV,whatevs
"('Männiku',)",tänav,TÄNAV,whatevs
"('Männikumäe',)",tänav,TÄNAV,whatevs
"('Männiliiva',)",tänav,TÄNAV,whatevs
"('Männimetsa',)",tänav,TÄNAV,whatevs
"('Männiokka',)",tänav,TÄNAV,whatevs
"('Männipuu',)",tänav,TÄNAV,whatevs
"('Männituka',)",tänav,TÄNAV,whatevs
"('Mänsaku',)",tänav,TÄNAV,whatevs
"('Märdi',)",tänav,TÄNAV,whatevs
"('Märjamaa',)",tänav,TÄNAV,whatevs
"('Mätta',)",tänav,TÄNAV,whatevs
"('Möldri',)",tänav,TÄNAV,whatevs
"('Mööbli',)",tänav,TÄNAV,whatevs
"('Mündi',)",tänav,TÄNAV,whatevs
"('Otto', 'Müntheri')",tänav,TÄNAV,whatevs
"('Müntheri',)",tänav,TÄNAV,whatevs
"('Müta',)",tänav,TÄNAV,whatevs
"('Müüri',)",tänav,TÄNAV,whatevs
"('Müürivahe',)",tänav,TÄNAV,whatevs
"('Naaritsa',)",tänav,TÄNAV,whatevs
"('Nabra',)",tänav,TÄNAV,whatevs
"('Naeri',)",tänav,TÄNAV,whatevs
"('Nafta',)",tänav,TÄNAV,whatevs
"('Naha',)",tänav,TÄNAV,whatevs
"('Nahavabriku',)",tänav,TÄNAV,whatevs
"('Pavel', 'Nahhimovi')",tänav,TÄNAV,whatevs
"('Nahhimovi',)",tänav,TÄNAV,whatevs
"('Nartsissi',)",tänav,TÄNAV,whatevs
"('Narva',)",tänav,TÄNAV,whatevs
"('Nastiku',)",tänav,TÄNAV,whatevs
"('Nata',)",tänav,TÄNAV,whatevs
"('Neeme',)",tänav,TÄNAV,whatevs
"('Neemiku',)",tänav,TÄNAV,whatevs
"('Carl', 'Timoleon', 'von', 'Neffi')",tänav,TÄNAV,whatevs
"('Neffi',)",tänav,TÄNAV,whatevs
"('Neidude',)",tänav,TÄNAV,whatevs
"('Nikolai', 'Nekrassovi')",tänav,TÄNAV,whatevs
"('Nekrassovi',)",tänav,TÄNAV,whatevs
"('Nelgi',)",tänav,TÄNAV,whatevs
"('Nelijärve',)",tänav,TÄNAV,whatevs
"('Nepi',)",tänav,TÄNAV,whatevs
"('Nigli',)",tänav,TÄNAV,whatevs
"('Nigula',)",tänav,TÄNAV,whatevs
"('Niguli',)",tänav,TÄNAV,whatevs
"('Niguliste',)",tänav,TÄNAV,whatevs
"('Niidi',)",tänav,TÄNAV,whatevs
"('Niidu',)",tänav,TÄNAV,whatevs
"('Niidumõisa',)",tänav,TÄNAV,whatevs
"('Niine',)",tänav,TÄNAV,whatevs
"('Nikolai',)",tänav,TÄNAV,whatevs
"('Nirgi',)",tänav,TÄNAV,whatevs
"('Nisu',)",tänav,TÄNAV,whatevs
"('Nonni',)",tänav,TÄNAV,whatevs
"('Nooda',)",tänav,TÄNAV,whatevs
"('Noole',)",tänav,TÄNAV,whatevs
"('Noorkuu',)",tänav,TÄNAV,whatevs
"('Noorte',)",tänav,TÄNAV,whatevs
"('Nooruse',)",tänav,TÄNAV,whatevs
"('Nugise',)",tänav,TÄNAV,whatevs
"('Nuia',)",tänav,TÄNAV,whatevs
"('Nulu',)",tänav,TÄNAV,whatevs
"('Nunne',)",tänav,TÄNAV,whatevs
"('Nurga',)",tänav,TÄNAV,whatevs
"('Nurgakivi',)",tänav,TÄNAV,whatevs
"('Nurklik',)",tänav,TÄNAV,whatevs
"('Nurme',)",tänav,TÄNAV,whatevs
"('Nurmenuku',)",tänav,TÄNAV,whatevs
"('Nurmesalu',)",tänav,TÄNAV,whatevs
"('Nurmiku',)",tänav,TÄNAV,whatevs
"('Nurmiste',)",tänav,TÄNAV,whatevs
"('Nuti',)",tänav,TÄNAV,whatevs
"('Nuutri',)",tänav,TÄNAV,whatevs
"('Nõeliku',)",tänav,TÄNAV,whatevs
"('Nõgese',)",tänav,TÄNAV,whatevs
"('Nõgiaru',)",tänav,TÄNAV,whatevs
"('Nõgikikka',)",tänav,TÄNAV,whatevs
"('Nõlva',)",tänav,TÄNAV,whatevs
"('Nõlvaku',)",tänav,TÄNAV,whatevs
"('Nõmme',)",tänav,TÄNAV,whatevs
"('Nõmme-Kase',)",tänav,TÄNAV,whatevs
"('Nõmmeliiva',)",tänav,TÄNAV,whatevs
"('Nõmmiku',)",tänav,TÄNAV,whatevs
"('Nõo',)",tänav,TÄNAV,whatevs
"('Nõukogude',)",tänav,TÄNAV,whatevs
"('Nõukogude', 'Armee')",tänav,TÄNAV,whatevs
"('Armee',)",tänav,TÄNAV,whatevs
"('Nõva',)",tänav,TÄNAV,whatevs
"('Nädala',)",tänav,TÄNAV,whatevs
"('Näituse',)",tänav,TÄNAV,whatevs
"('Näkineiu',)",tänav,TÄNAV,whatevs
"('Näsiniine',)",tänav,TÄNAV,whatevs
"('Nööri',)",tänav,TÄNAV,whatevs
"('Oa',)",tänav,TÄNAV,whatevs
"('Oblika',)",tänav,TÄNAV,whatevs
"('Observatooriumi',)",tänav,TÄNAV,whatevs
"('Oda',)",tänav,TÄNAV,whatevs
"('Odra',)",tänav,TÄNAV,whatevs
"('Ogaliku',)",tänav,TÄNAV,whatevs
"('Aleksander', 'Ohaka')",tänav,TÄNAV,whatevs
"('Ohaka',)",tänav,TÄNAV,whatevs
"('Oja',)",tänav,TÄNAV,whatevs
"('Ojakalda',)",tänav,TÄNAV,whatevs
"('Ojakääru',)",tänav,TÄNAV,whatevs
"('Ojaperve',)",tänav,TÄNAV,whatevs
"('Karl', 'Ojassoo')",tänav,TÄNAV,whatevs
"('Ojassoo',)",tänav,TÄNAV,whatevs
"('Ojaveere',)",tänav,TÄNAV,whatevs
"('Okka',)",tänav,TÄNAV,whatevs
"('Oksa',)",tänav,TÄNAV,whatevs
"('Oktoobri',)",tänav,TÄNAV,whatevs
"('Olevi',)",tänav,TÄNAV,whatevs
"('Oleviste',)",tänav,TÄNAV,whatevs
"('Olümpia',)",tänav,TÄNAV,whatevs
"('Ookri',)",tänav,TÄNAV,whatevs
"('Oomi',)",tänav,TÄNAV,whatevs
"('Orase',)",tänav,TÄNAV,whatevs
"('Orava',)",tänav,TÄNAV,whatevs
"('Villem', 'Ormissoni')",tänav,TÄNAV,whatevs
"('Ormissoni',)",tänav,TÄNAV,whatevs
"('Oru',)",tänav,TÄNAV,whatevs
"('Orumetsa',)",tänav,TÄNAV,whatevs
"('Osja',)",tänav,TÄNAV,whatevs
"('Oskari',)",tänav,TÄNAV,whatevs
"('Osmussaare',)",tänav,TÄNAV,whatevs
"('Nikolai', 'Ostrovski')",tänav,TÄNAV,whatevs
"('Ostrovski',)",tänav,TÄNAV,whatevs
"('Oti',)",tänav,TÄNAV,whatevs
"('Otsa',)",tänav,TÄNAV,whatevs
"('Georg', 'Otsa')",tänav,TÄNAV,whatevs
"('Otsatalu',)",tänav,TÄNAV,whatevs
"('Otse',)",tänav,TÄNAV,whatevs
"('Outokumpu',)",tänav,TÄNAV,whatevs
"('Paabusilma',)",tänav,TÄNAV,whatevs
"('Paadi',)",tänav,TÄNAV,whatevs
"('Paadimehe',)",tänav,TÄNAV,whatevs
"('Paagi',)",tänav,TÄNAV,whatevs
"('Paala',)",tänav,TÄNAV,whatevs
"('Paavli',)",tänav,TÄNAV,whatevs
"('Paberi',)",tänav,TÄNAV,whatevs
"('Padu',)",tänav,TÄNAV,whatevs
"('Pae',)",tänav,TÄNAV,whatevs
"('Paekaare',)",tänav,TÄNAV,whatevs
"('Paekalda',)",tänav,TÄNAV,whatevs
"('Paekivi',)",tänav,TÄNAV,whatevs
"('Paemurru',)",tänav,TÄNAV,whatevs
"('1.', 'Paemurru')",tänav,TÄNAV,whatevs
"('2.', 'Paemurru')",tänav,TÄNAV,whatevs
"('3.', 'Paemurru')",tänav,TÄNAV,whatevs
"('4.', 'Paemurru')",tänav,TÄNAV,whatevs
"('5.', 'Paemurru')",tänav,TÄNAV,whatevs
"('6.', 'Paemurru')",tänav,TÄNAV,whatevs
"('7.', 'Paemurru')",tänav,TÄNAV,whatevs
"('8.', 'Paemurru')",tänav,TÄNAV,whatevs
"('9.', 'Paemurru')",tänav,TÄNAV,whatevs
"('10.', 'Paemurru')",tänav,TÄNAV,whatevs
"('11.', 'Paemurru')",tänav,TÄNAV,whatevs
"('Paepargi',)",tänav,TÄNAV,whatevs
"('Paeseljaku',)",tänav,TÄNAV,whatevs
"('Pagari',)",tänav,TÄNAV,whatevs
"('Pagi',)",tänav,TÄNAV,whatevs
"('Paide',)",tänav,TÄNAV,whatevs
"('Paiselehe',)",tänav,TÄNAV,whatevs
"('Paiste',)",tänav,TÄNAV,whatevs
"('Paistu',)",tänav,TÄNAV,whatevs
"('Paisu',)",tänav,TÄNAV,whatevs
"('Paju',)",tänav,TÄNAV,whatevs
"('Pakase',)",tänav,TÄNAV,whatevs
"('Pakri',)",tänav,TÄNAV,whatevs
"('Pala',)",tänav,TÄNAV,whatevs
"('Palavuse',)",tänav,TÄNAV,whatevs
"('Palderjani',)",tänav,TÄNAV,whatevs
"('Palgi',)",tänav,TÄNAV,whatevs
"('Paljandi',)",tänav,TÄNAV,whatevs
"('Pallasti',)",tänav,TÄNAV,whatevs
"('Palli',)",tänav,TÄNAV,whatevs
"('Palsami',)",tänav,TÄNAV,whatevs
"('Palu',)",tänav,TÄNAV,whatevs
"('Paluka',)",tänav,TÄNAV,whatevs
"('Palusambla',)",tänav,TÄNAV,whatevs
"('Paneeli',)",tänav,TÄNAV,whatevs
"('Panfilovi',)",tänav,TÄNAV,whatevs
"('Panga',)",tänav,TÄNAV,whatevs
"('Pangapealse',)",tänav,TÄNAV,whatevs
"('Papiniidu',)",tänav,TÄNAV,whatevs
"('Papioru',)",tänav,TÄNAV,whatevs
"('Papli',)",tänav,TÄNAV,whatevs
"('Pappjärve',)",tänav,TÄNAV,whatevs
"('Parda',)",tänav,TÄNAV,whatevs
"('Pardi',)",tänav,TÄNAV,whatevs
"('Pardiloigu',)",tänav,TÄNAV,whatevs
"('Pargi',)",tänav,TÄNAV,whatevs
"('Pargitaguse',)",tänav,TÄNAV,whatevs
"('Parkali',)",tänav,TÄNAV,whatevs
"('Parketi',)",tänav,TÄNAV,whatevs
"('Parmu',)",tänav,TÄNAV,whatevs
"('Partisani',)",tänav,TÄNAV,whatevs
"('Parve',)",tänav,TÄNAV,whatevs
"('Pastelli',)",tänav,TÄNAV,whatevs
"('Patküla',)",tänav,TÄNAV,whatevs
"('Pavlovi',)",tänav,TÄNAV,whatevs
"('Akadeemik', 'Pavlovi')",tänav,TÄNAV,whatevs
"('Pea',)",tänav,TÄNAV,whatevs
"('Pebre',)",tänav,TÄNAV,whatevs
"('Pedaja',)",tänav,TÄNAV,whatevs
"('Pedaka',)",tänav,TÄNAV,whatevs
"('Pedeli',)",tänav,TÄNAV,whatevs
"('Peebu',)",tänav,TÄNAV,whatevs
"('Peedi',)",tänav,TÄNAV,whatevs
"('Peedu',)",tänav,TÄNAV,whatevs
"('Peenra',)",tänav,TÄNAV,whatevs
"('Peetri',)",tänav,TÄNAV,whatevs
"('1.', 'Peetri')",tänav,TÄNAV,whatevs
"('2.', 'Peetri')",tänav,TÄNAV,whatevs
"('3.', 'Peetri')",tänav,TÄNAV,whatevs
"('4.', 'Peetri')",tänav,TÄNAV,whatevs
"('5.', 'Peetri')",tänav,TÄNAV,whatevs
"('Peetrimõisa',)",tänav,TÄNAV,whatevs
"('Peipsi',)",tänav,TÄNAV,whatevs
"('Pelguranna',)",tänav,TÄNAV,whatevs
"('Pendi',)",tänav,TÄNAV,whatevs
"('Peoleo',)",tänav,TÄNAV,whatevs
"('Pepleri',)",tänav,TÄNAV,whatevs
"('Perve',)",tänav,TÄNAV,whatevs
"('Pesa',)",tänav,TÄNAV,whatevs
"('Peterburi',)",tänav,TÄNAV,whatevs
"('Peterselli',)",tänav,TÄNAV,whatevs
"('Petrooleumi',)",tänav,TÄNAV,whatevs
"('Petseri',)",tänav,TÄNAV,whatevs
"('Petzoldi',)",tänav,TÄNAV,whatevs
"('Pidu',)",tänav,TÄNAV,whatevs
"('Pihkva',)",tänav,TÄNAV,whatevs
"('Pihla',)",tänav,TÄNAV,whatevs
"('Pihlaka',)",tänav,TÄNAV,whatevs
"('Piibelehe',)",tänav,TÄNAV,whatevs
"('Piibri',)",tänav,TÄNAV,whatevs
"('Piima',)",tänav,TÄNAV,whatevs
"('Piiri',)",tänav,TÄNAV,whatevs
"('Piiritsa',)",tänav,TÄNAV,whatevs
"('Piiriääre',)",tänav,TÄNAV,whatevs
"('Piiskopi',)",tänav,TÄNAV,whatevs
"('Pikajala',)",tänav,TÄNAV,whatevs
"('Pikaliiva',)",tänav,TÄNAV,whatevs
"('Pikk',)",tänav,TÄNAV,whatevs
"('Pikkeri',)",tänav,TÄNAV,whatevs
"('Pikksilma',)",tänav,TÄNAV,whatevs
"('Pikri',)",tänav,TÄNAV,whatevs
"('Pikse',)",tänav,TÄNAV,whatevs
"('Piksepeni',)",tänav,TÄNAV,whatevs
"('Pille',)",tänav,TÄNAV,whatevs
"('Pilli',)",tänav,TÄNAV,whatevs
"('Mihkel', 'Pilli')",tänav,TÄNAV,whatevs
"('Pilliroo',)",tänav,TÄNAV,whatevs
"('Pilpajärve',)",tänav,TÄNAV,whatevs
"('Pilpametsa',)",tänav,TÄNAV,whatevs
