_phrase_,type,grammar_symbol,value
"('Weizenbergi',)",tänav,TÄNAV,whatevs
"('Westmeri',)",tänav,TÄNAV,whatevs
"('Ferdinand', 'Johann', 'Wiedemanni')",tänav,TÄNAV,whatevs
"('Wiedemanni',)",tänav,TÄNAV,whatevs
"('Eduard', 'Wiiralti')",tänav,TÄNAV,whatevs
"('Wiiralti',)",tänav,TÄNAV,whatevs
"('Wismari',)",tänav,TÄNAV,whatevs
"('Õhne',)",tänav,TÄNAV,whatevs
"('Õhtu',)",tänav,TÄNAV,whatevs
"('Õhu',)",tänav,TÄNAV,whatevs
"('Õie',)",tänav,TÄNAV,whatevs
"('Õietolmu',)",tänav,TÄNAV,whatevs
"('Õilme',)",tänav,TÄNAV,whatevs
"('Õitse',)",tänav,TÄNAV,whatevs
"('Õle',)",tänav,TÄNAV,whatevs
"('Õlelille',)",tänav,TÄNAV,whatevs
"('Õli',)",tänav,TÄNAV,whatevs
"('Õllemeistri',)",tänav,TÄNAV,whatevs
"('Õllepruuli',)",tänav,TÄNAV,whatevs
"('Õlletehase',)",tänav,TÄNAV,whatevs
"('Õnne',)",tänav,TÄNAV,whatevs
"('Õnneheina',)",tänav,TÄNAV,whatevs
"('Õpetaja',)",tänav,TÄNAV,whatevs
"('Õpetajate',)",tänav,TÄNAV,whatevs
"('Õuekohtu',)",tänav,TÄNAV,whatevs
"('Õuna',)",tänav,TÄNAV,whatevs
"('Õunaaia',)",tänav,TÄNAV,whatevs
"('Õunapuu',)",tänav,TÄNAV,whatevs
"('Ädala',)",tänav,TÄNAV,whatevs
"('Äkke',)",tänav,TÄNAV,whatevs
"('Ämariku',)",tänav,TÄNAV,whatevs
"('Äri',)",tänav,TÄNAV,whatevs
"('Ääre',)",tänav,TÄNAV,whatevs
"('Ääsi',)",tänav,TÄNAV,whatevs
"('Ökonoomia',)",tänav,TÄNAV,whatevs
"('Öö',)",tänav,TÄNAV,whatevs
"('Ööbiku',)",tänav,TÄNAV,whatevs
"('Ööbikuoru',)",tänav,TÄNAV,whatevs
"('Öökulli',)",tänav,TÄNAV,whatevs
"('Öölase',)",tänav,TÄNAV,whatevs
"('Ülase',)",tänav,TÄNAV,whatevs
"('Ülejõe',)",tänav,TÄNAV,whatevs
"('Ülem-Jõe',)",tänav,TÄNAV,whatevs
"('Ülem-Kalda',)",tänav,TÄNAV,whatevs
"('Ülem-Luha',)",tänav,TÄNAV,whatevs
"('Ülem-Sõja',)",tänav,TÄNAV,whatevs
"('Ülenurme',)",tänav,TÄNAV,whatevs
"('Üleoru',)",tänav,TÄNAV,whatevs
"('Ülesoo',)",tänav,TÄNAV,whatevs
"('Ülesõidu',)",tänav,TÄNAV,whatevs
"('Üleviste',)",tänav,TÄNAV,whatevs
"('Ülikooli',)",tänav,TÄNAV,whatevs
"('Ümarmäe',)",tänav,TÄNAV,whatevs
"('Ümera',)",tänav,TÄNAV,whatevs
"('Aamissepa',)",tänav,TÄNAV,whatevs
"('Ardla',)",tänav,TÄNAV,whatevs
"('Siimeoni',)",tänav,TÄNAV,whatevs
"('Siimoni',)",tänav,TÄNAV,whatevs
"('Lesnaja',)",tänav,TÄNAV,whatevs
"('Aaviku',)",tänav,TÄNAV,whatevs
"('Tihhaja',)",tänav,TÄNAV,whatevs
"('Abja',)",tänav,TÄNAV,whatevs
"('Falkpargi',)",tänav,TÄNAV,whatevs
"('Falkspargi',)",tänav,TÄNAV,whatevs
"('Vaeste',)",tänav,TÄNAV,whatevs
"('Toom-Hospidali',)",tänav,TÄNAV,whatevs
"('Galkini',)",tänav,TÄNAV,whatevs
"('Pottisseppa',)",tänav,TÄNAV,whatevs
"('Pottiseppa',)",tänav,TÄNAV,whatevs
"('Pottisepa',)",tänav,TÄNAV,whatevs
"('Simeoni',)",tänav,TÄNAV,whatevs
"('Simuna',)",tänav,TÄNAV,whatevs
"('Aiatee',)",tänav,TÄNAV,whatevs
"('Rohuaja',)",tänav,TÄNAV,whatevs
"('Olifer', 'Krusbachi')",tänav,TÄNAV,whatevs
"('Krusbachi',)",tänav,TÄNAV,whatevs
"('Aleksander', 'Mui')",tänav,TÄNAV,whatevs
"('Mui',)",tänav,TÄNAV,whatevs
"('Ajavilja',)",tänav,TÄNAV,whatevs
"('Akademia',)",tänav,TÄNAV,whatevs
"('Seakopli',)",tänav,TÄNAV,whatevs
"('Eeslinna',)",tänav,TÄNAV,whatevs
"('Vladimir', 'Dejevi')",tänav,TÄNAV,whatevs
"('Dejevi',)",tänav,TÄNAV,whatevs
"('Hallika',)",tänav,TÄNAV,whatevs
"('Vissarion', 'Belinski')",tänav,TÄNAV,whatevs
"('Belinski',)",tänav,TÄNAV,whatevs
"('Uus-Mustvee',)",tänav,TÄNAV,whatevs
"('Äärmine',)",tänav,TÄNAV,whatevs
"('Annovi',)",tänav,TÄNAV,whatevs
"('Leen', 'Kullmani')",tänav,TÄNAV,whatevs
"('Kullmani',)",tänav,TÄNAV,whatevs
"('Apteki',)",tänav,TÄNAV,whatevs
"('Aapteki',)",tänav,TÄNAV,whatevs
"('Vassili', 'Võrgu')",tänav,TÄNAV,whatevs
"('Roti',)",tänav,TÄNAV,whatevs
"('Anu',)",tänav,TÄNAV,whatevs
"('Andrei', 'Ždanovi')",tänav,TÄNAV,whatevs
"('Ždanovi',)",tänav,TÄNAV,whatevs
"('Suur-Ohvitseri',)",tänav,TÄNAV,whatevs
"('Ohvitseri',)",tänav,TÄNAV,whatevs
"('Aurulaeva',)",tänav,TÄNAV,whatevs
"('Pühapäeva',)",tänav,TÄNAV,whatevs
"('Tunkre',)",tänav,TÄNAV,whatevs
"('Vana', 'Tooma')",tänav,TÄNAV,whatevs
"('Põua',)",tänav,TÄNAV,whatevs
"('Karge',)",tänav,TÄNAV,whatevs
"('Nikiitini',)",tänav,TÄNAV,whatevs
"('Nikitini',)",tänav,TÄNAV,whatevs
"('Nigittina',)",tänav,TÄNAV,whatevs
"('Vesterskaja',)",tänav,TÄNAV,whatevs
"('Saameri',)",tänav,TÄNAV,whatevs
"('Bööke',)",tänav,TÄNAV,whatevs
"('Eliisabeti',)",tänav,TÄNAV,whatevs
"('Elisabeti',)",tänav,TÄNAV,whatevs
"('Projekti',)",tänav,TÄNAV,whatevs
"('Proekti',)",tänav,TÄNAV,whatevs
"('Johannes', 'Lauristini')",tänav,TÄNAV,whatevs
"('Lauristini',)",tänav,TÄNAV,whatevs
"('Iili',)",tänav,TÄNAV,whatevs
"('Elektrijaama',)",tänav,TÄNAV,whatevs
"('Vittenhofi',)",tänav,TÄNAV,whatevs
"('Vittimõisa',)",tänav,TÄNAV,whatevs
"('Vitti-mõisa',)",tänav,TÄNAV,whatevs
"('Vitimõisa',)",tänav,TÄNAV,whatevs
"('Uus-Aleksandri',)",tänav,TÄNAV,whatevs
"('Energetiku',)",tänav,TÄNAV,whatevs
"('Energia',)",tänav,TÄNAV,whatevs
"('Eerika',)",tänav,TÄNAV,whatevs
"('Eeriku',)",tänav,TÄNAV,whatevs
"('Apollo',)",tänav,TÄNAV,whatevs
"('Esplanadi',)",tänav,TÄNAV,whatevs
"('Fählmanni',)",tänav,TÄNAV,whatevs
"('Dr.', 'Fählmanni')",tänav,TÄNAV,whatevs
"('Vilosohvi',)",tänav,TÄNAV,whatevs
"('Vilosofi',)",tänav,TÄNAV,whatevs
"('Filosofi',)",tänav,TÄNAV,whatevs
"('Geologitšeskaja',)",tänav,TÄNAV,whatevs
"('Gilde',)",tänav,TÄNAV,whatevs
"('Kolhoosi',)",tänav,TÄNAV,whatevs
"('Nikolai', 'Pirogovi')",tänav,TÄNAV,whatevs
"('Pirogovi',)",tänav,TÄNAV,whatevs
"('Nikolai', 'v.', 'Glehni')",tänav,TÄNAV,whatevs
"('Niineõie',)",tänav,TÄNAV,whatevs
"('Haldija',)",tänav,TÄNAV,whatevs
"('Sosnovaja',)",tänav,TÄNAV,whatevs
"('Araka',)",tänav,TÄNAV,whatevs
"('Vaeste', 'patuste')",tänav,TÄNAV,whatevs
"('patuste',)",tänav,TÄNAV,whatevs
"('Must',)",tänav,TÄNAV,whatevs
"('Antoni',)",tänav,TÄNAV,whatevs
"('August', 'Žunise')",tänav,TÄNAV,whatevs
"('Žunise',)",tänav,TÄNAV,whatevs
"('Suur-Pärnu',)",tänav,TÄNAV,whatevs
"('Dau',)",tänav,TÄNAV,whatevs
"('Väike-Eliisabeti',)",tänav,TÄNAV,whatevs
"('Heli',)",tänav,TÄNAV,whatevs
"('Heno',)",tänav,TÄNAV,whatevs
"('Germanovi',)",tänav,TÄNAV,whatevs
"('Erne',)",tänav,TÄNAV,whatevs
"('Hõbemäe',)",tänav,TÄNAV,whatevs
"('Hans', 'Pöögelmanni')",tänav,TÄNAV,whatevs
"('Pöögelmanni',)",tänav,TÄNAV,whatevs
"('Andrejevi',)",tänav,TÄNAV,whatevs
"('Rahvamaleva',)",tänav,TÄNAV,whatevs
"('Ava',)",tänav,TÄNAV,whatevs
"('Tüki',)",tänav,TÄNAV,whatevs
"('Johannes', 'Käsperti')",tänav,TÄNAV,whatevs
"('Käsperti',)",tänav,TÄNAV,whatevs
"('Relva',)",tänav,TÄNAV,whatevs
"('Tramvai',)",tänav,TÄNAV,whatevs
"('1.', 'Liini')",tänav,TÄNAV,whatevs
"('Hospitali',)",tänav,TÄNAV,whatevs
"('Lydia', 'Koidula')",tänav,TÄNAV,whatevs
"('Koidula',)",tänav,TÄNAV,whatevs
"('Južnaja',)",tänav,TÄNAV,whatevs
"('Väike-Epinatjevi',)",tänav,TÄNAV,whatevs
"('Väike-Epitnatjevi',)",tänav,TÄNAV,whatevs
"('Veike-Epinatjevi',)",tänav,TÄNAV,whatevs
"('Väike-Tšortovi',)",tänav,TÄNAV,whatevs
"('Koidu',)",tänav,TÄNAV,whatevs
"('Hämarniku',)",tänav,TÄNAV,whatevs
"('Herma',)",tänav,TÄNAV,whatevs
"('Minnika',)",tänav,TÄNAV,whatevs
"('Solnetšnaja',)",tänav,TÄNAV,whatevs
"('Kapten', 'Anton', 'Irve')",tänav,TÄNAV,whatevs
"('Kapten', 'Irve')",tänav,TÄNAV,whatevs
"('Kirschbaumi',)",tänav,TÄNAV,whatevs
"('Kosmonautide',)",tänav,TÄNAV,whatevs
"('V.I.', 'Lenini')",tänav,TÄNAV,whatevs
"('Karl', 'Marxi')",tänav,TÄNAV,whatevs
"('Marxi',)",tänav,TÄNAV,whatevs
"('Jacobi',)",tänav,TÄNAV,whatevs
"('Jaagupi',)",tänav,TÄNAV,whatevs
"('Gustav', 'Adolfi')",tänav,TÄNAV,whatevs
"('Adolfi',)",tänav,TÄNAV,whatevs
"('Juubeli',)",tänav,TÄNAV,whatevs
"('Vladimiri',)",tänav,TÄNAV,whatevs
"('Vladiimiri',)",tänav,TÄNAV,whatevs
"('Uus-Slobodi',)",tänav,TÄNAV,whatevs
"('Slobodi',)",tänav,TÄNAV,whatevs
"('Roheline', '(1.)')",tänav,TÄNAV,whatevs
"('(1.)',)",tänav,TÄNAV,whatevs
"('Jalgraa',)",tänav,TÄNAV,whatevs
"('Janseni',)",tänav,TÄNAV,whatevs
"('Tallinna-Posti',)",tänav,TÄNAV,whatevs
"('Suur-Peterburi',)",tänav,TÄNAV,whatevs
"('2.', 'Rakvere')",tänav,TÄNAV,whatevs
"('Suur-Juhkentali',)",tänav,TÄNAV,whatevs
"('Suur-Juhkendali',)",tänav,TÄNAV,whatevs
"('Joaoru',)",tänav,TÄNAV,whatevs
"('Prostornaja',)",tänav,TÄNAV,whatevs
"('Juuru',)",tänav,TÄNAV,whatevs
"('Alam-Jõe',)",tänav,TÄNAV,whatevs
"('Härjapea-jõe',)",tänav,TÄNAV,whatevs
"('Härjapeajõe',)",tänav,TÄNAV,whatevs
"('Retšnaja',)",tänav,TÄNAV,whatevs
"('Söe',)",tänav,TÄNAV,whatevs
"('I', 'Jõe')",tänav,TÄNAV,whatevs
"('Esimine', 'Jõe')",tänav,TÄNAV,whatevs
"('II', 'Jõe')",tänav,TÄNAV,whatevs
"('Teine', 'Jõe')",tänav,TÄNAV,whatevs
"('III', 'Jõe')",tänav,TÄNAV,whatevs
"('Kolmas', 'Jõe')",tänav,TÄNAV,whatevs
"('IV', 'Jõe')",tänav,TÄNAV,whatevs
"('Neljas', 'Jõe')",tänav,TÄNAV,whatevs
"('Zaretšnaja',)",tänav,TÄNAV,whatevs
"('Teine',)",tänav,TÄNAV,whatevs
"('Vtoraja',)",tänav,TÄNAV,whatevs
"('Jägala',)",tänav,TÄNAV,whatevs
"('Juri',)",tänav,TÄNAV,whatevs
"('Georgi',)",tänav,TÄNAV,whatevs
"('Jegorovi',)",tänav,TÄNAV,whatevs
"('Portovaja',)",tänav,TÄNAV,whatevs
"('Madis', 'Kõmmuse')",tänav,TÄNAV,whatevs
"('Kõmmuse',)",tänav,TÄNAV,whatevs
"('Konstantin', 'Tsiolkovski')",tänav,TÄNAV,whatevs
"('Tsiolkovski',)",tänav,TÄNAV,whatevs
"('Koltsevaja',)",tänav,TÄNAV,whatevs
"('Kasanski',)",tänav,TÄNAV,whatevs
"('Andersoni',)",tänav,TÄNAV,whatevs
"('Jakov', 'Sverdlovi')",tänav,TÄNAV,whatevs
"('Sverdlovi',)",tänav,TÄNAV,whatevs
"('Säde',)",tänav,TÄNAV,whatevs
"('Katerina',)",tänav,TÄNAV,whatevs
"('Jerusalemma',)",tänav,TÄNAV,whatevs
"('Piiskopimõisa',)",tänav,TÄNAV,whatevs
"('Aleviküla',)",tänav,TÄNAV,whatevs
"('Rudolf', 'Kivilo')",tänav,TÄNAV,whatevs
"('Kivilo',)",tänav,TÄNAV,whatevs
"('Troi',)",tänav,TÄNAV,whatevs
"('Kalamehe',)",tänav,TÄNAV,whatevs
"('Kalameeste',)",tänav,TÄNAV,whatevs
"('Kalva',)",tänav,TÄNAV,whatevs
"('Kamariku',)",tänav,TÄNAV,whatevs
"('Prikanalnaja',)",tänav,TÄNAV,whatevs
"('Kanarpiku',)",tänav,TÄNAV,whatevs
"('Borovaja',)",tänav,TÄNAV,whatevs
"('Pjotr', 'Tšaikovski')",tänav,TÄNAV,whatevs
"('Tšaikovski',)",tänav,TÄNAV,whatevs
"('2.', 'Roheline')",tänav,TÄNAV,whatevs
"('Nadežda', 'Krupskaja')",tänav,TÄNAV,whatevs
"('Krupskaja',)",tänav,TÄNAV,whatevs
"('Koppeli',)",tänav,TÄNAV,whatevs
"('Punase', 'Lipu')",tänav,TÄNAV,whatevs
"('Lipu',)",tänav,TÄNAV,whatevs
"('Keiser', 'Peeter', 'I')",tänav,TÄNAV,whatevs
"('I',)",tänav,TÄNAV,whatevs
"('8.', 'Märtsi')",tänav,TÄNAV,whatevs
"('Märtsi',)",tänav,TÄNAV,whatevs
"('Oskar', 'Leegeni')",tänav,TÄNAV,whatevs
"('Leegeni',)",tänav,TÄNAV,whatevs
"('Väike-Karjamaa',)",tänav,TÄNAV,whatevs
"('Medvedjevi',)",tänav,TÄNAV,whatevs
"('Medveesi',)",tänav,TÄNAV,whatevs
"('Medveshi',)",tänav,TÄNAV,whatevs
"('Karujärve',)",tänav,TÄNAV,whatevs
"('Karusseli',)",tänav,TÄNAV,whatevs
"('Tsentraali',)",tänav,TÄNAV,whatevs
"('Väike-Kiire',)",tänav,TÄNAV,whatevs
"('Kikkaputke',)",tänav,TÄNAV,whatevs
"('Kirde-Põik',)",tänav,TÄNAV,whatevs
"('Võsa',)",tänav,TÄNAV,whatevs
"('Raamatukogu',)",tänav,TÄNAV,whatevs
"('Mineviku',)",tänav,TÄNAV,whatevs
"('Duhmi',)",tänav,TÄNAV,whatevs
"('Višnjovaja',)",tänav,TÄNAV,whatevs
"('Kitsekakra',)",tänav,TÄNAV,whatevs
"('Salavat', 'Julajevi')",tänav,TÄNAV,whatevs
"('Julajevi',)",tänav,TÄNAV,whatevs
"('Killu',)",tänav,TÄNAV,whatevs
"('Arnold', 'Veimeri')",tänav,TÄNAV,whatevs
"('Veimeri',)",tänav,TÄNAV,whatevs
"('Shubbe',)",tänav,TÄNAV,whatevs
"('Sube',)",tänav,TÄNAV,whatevs
"('Schubbe',)",tänav,TÄNAV,whatevs
"('Väike',)",tänav,TÄNAV,whatevs
"('Alemanni',)",tänav,TÄNAV,whatevs
"('Alimanni',)",tänav,TÄNAV,whatevs
"('Allemanni',)",tänav,TÄNAV,whatevs
"('Allimanni',)",tänav,TÄNAV,whatevs
"('Allimani',)",tänav,TÄNAV,whatevs
"('Osterskaja',)",tänav,TÄNAV,whatevs
"('Katarina',)",tänav,TÄNAV,whatevs
"('Harjutuse',)",tänav,TÄNAV,whatevs
"('Instituudi',)",tänav,TÄNAV,whatevs
"('Institudi',)",tänav,TÄNAV,whatevs
"('Stifti',)",tänav,TÄNAV,whatevs
"('Tihvti',)",tänav,TÄNAV,whatevs
"('Krahvi',)",tänav,TÄNAV,whatevs
"('Kominterni',)",tänav,TÄNAV,whatevs
"('Komendandi',)",tänav,TÄNAV,whatevs
"('Kompani',)",tänav,TÄNAV,whatevs
"('Konstantinovi',)",tänav,TÄNAV,whatevs
"('Koogimäe',)",tänav,TÄNAV,whatevs
"('Školnaja',)",tänav,TÄNAV,whatevs
"('Korostovetsi',)",tänav,TÄNAV,whatevs
"('Vana-Eliisabeti',)",tänav,TÄNAV,whatevs
"('Väljanäituse',)",tänav,TÄNAV,whatevs
"('Telliskopli',)",tänav,TÄNAV,whatevs
"('Teliskopli',)",tänav,TÄNAV,whatevs
"('Teiliskople',)",tänav,TÄNAV,whatevs
"('Kose-Välja',)",tänav,TÄNAV,whatevs
"('7.', 'Peetri')",tänav,TÄNAV,whatevs
"('Seitsmes', 'Peetri')",tänav,TÄNAV,whatevs
"('Kotsebue',)",tänav,TÄNAV,whatevs
"('Kotzebu',)",tänav,TÄNAV,whatevs
"('Kotsebu(u)',)",tänav,TÄNAV,whatevs
"('Oleg', 'Koševoi')",tänav,TÄNAV,whatevs
"('Koševoi',)",tänav,TÄNAV,whatevs
"('Kreutzvaldi',)",tänav,TÄNAV,whatevs
"('Romanovi',)",tänav,TÄNAV,whatevs
"('Romaanovi',)",tänav,TÄNAV,whatevs
"('Kristiine',)",tänav,TÄNAV,whatevs
"('Kristine',)",tänav,TÄNAV,whatevs
"('Kristinentali',)",tänav,TÄNAV,whatevs
"('Kristiinentali',)",tänav,TÄNAV,whatevs
"('Botaanika',)",tänav,TÄNAV,whatevs
"('Botaanika-aia',)",tänav,TÄNAV,whatevs
"('Kubija',)",tänav,TÄNAV,whatevs
"('Kukke',)",tänav,TÄNAV,whatevs
"('Väike-Maakri',)",tänav,TÄNAV,whatevs
"('4.', 'Gribnaja')",tänav,TÄNAV,whatevs
"('Gribnaja',)",tänav,TÄNAV,whatevs
"('Kuma',)",tänav,TÄNAV,whatevs
"('Alexandri',)",tänav,TÄNAV,whatevs
"('Noormetsa',)",tänav,TÄNAV,whatevs
"('Pokardi',)",tänav,TÄNAV,whatevs
"('Suur-Puškini',)",tänav,TÄNAV,whatevs
"('Suure', 'Oktoobri')",tänav,TÄNAV,whatevs
"('Maarjamõisa',)",tänav,TÄNAV,whatevs
"('Iigaste',)",tänav,TÄNAV,whatevs
"('Kupu',)",tänav,TÄNAV,whatevs
"('Karl', 'Karu', 'nim.')",tänav,TÄNAV,whatevs
"('nim.',)",tänav,TÄNAV,whatevs
"('Kursi',)",tänav,TÄNAV,whatevs
"('Johannes', 'Leineri')",tänav,TÄNAV,whatevs
"('Leineri',)",tänav,TÄNAV,whatevs
"('Väike-Pioneeri',)",tänav,TÄNAV,whatevs
"('Zeljonaja',)",tänav,TÄNAV,whatevs
"('Grevingi',)",tänav,TÄNAV,whatevs
"('Železnodorožnaja',)",tänav,TÄNAV,whatevs
"('Kägu',)",tänav,TÄNAV,whatevs
"('Uluki',)",tänav,TÄNAV,whatevs
"('Vastne',)",tänav,TÄNAV,whatevs
"('Visaduse',)",tänav,TÄNAV,whatevs
"('Suur-Köie',)",tänav,TÄNAV,whatevs
"('Professor', 'Köhleri')",tänav,TÄNAV,whatevs
"('Köhleri',)",tänav,TÄNAV,whatevs
"('Datschi',)",tänav,TÄNAV,whatevs
"('Datši',)",tänav,TÄNAV,whatevs
"('Datshi',)",tänav,TÄNAV,whatevs
"('Suvemajade',)",tänav,TÄNAV,whatevs
"('Väike-Instituudi',)",tänav,TÄNAV,whatevs
"('Johann', 'Köhleri')",tänav,TÄNAV,whatevs
"('Martin', 'Kõrberi')",tänav,TÄNAV,whatevs
"('Kõrberi',)",tänav,TÄNAV,whatevs
"('Kalda',)",tänav,TÄNAV,whatevs
"('Vaestekoja',)",tänav,TÄNAV,whatevs
"('Linnase',)",tänav,TÄNAV,whatevs
"('Porošini',)",tänav,TÄNAV,whatevs
"('Ugala',)",tänav,TÄNAV,whatevs
"('Leopold', 'Linderi')",tänav,TÄNAV,whatevs
"('Ülgase',)",tänav,TÄNAV,whatevs
"('2.',)",tänav,TÄNAV,whatevs
"('Jaan', 'Rauski')",tänav,TÄNAV,whatevs
"('Rauski',)",tänav,TÄNAV,whatevs
"('Laboratoriumi',)",tänav,TÄNAV,whatevs
"('Labaratoriumi',)",tänav,TÄNAV,whatevs
"('Morskaja',)",tänav,TÄNAV,whatevs
"('Kommuuni',)",tänav,TÄNAV,whatevs
"('Richard', 'Käärdi')",tänav,TÄNAV,whatevs
"('Richard', 'Kääri')",tänav,TÄNAV,whatevs
"('Kääri',)",tänav,TÄNAV,whatevs
"('Tähine',)",tänav,TÄNAV,whatevs
"('Täht',)",tänav,TÄNAV,whatevs
"('Ladumise',)",tänav,TÄNAV,whatevs
"('Raudtee',)",tänav,TÄNAV,whatevs
"('Supri',)",tänav,TÄNAV,whatevs
"('Pariisi',)",tänav,TÄNAV,whatevs
"('Parisi',)",tänav,TÄNAV,whatevs
"('Proletaari',)",tänav,TÄNAV,whatevs
"('Pruuli',)",tänav,TÄNAV,whatevs
"('Kõrtsi',)",tänav,TÄNAV,whatevs
"('Lutheri',)",tänav,TÄNAV,whatevs
"('Lutri',)",tänav,TÄNAV,whatevs
"('Lutheri-Vaestekooli',)",tänav,TÄNAV,whatevs
"('Lutri-Vaestekooli',)",tänav,TÄNAV,whatevs
"('Luteri-Vaestekooli',)",tänav,TÄNAV,whatevs
"('Lutre-Vaestekooli',)",tänav,TÄNAV,whatevs
"('Lutheri', 'Vaestelaste')",tänav,TÄNAV,whatevs
"('Lasti',)",tänav,TÄNAV,whatevs
"('Lauluisa',)",tänav,TÄNAV,whatevs
"('Ellami',)",tänav,TÄNAV,whatevs
"('Laulupidu',)",tänav,TÄNAV,whatevs
"('Suur-Arevjevi',)",tänav,TÄNAV,whatevs
"('Suur-Arefjevi',)",tänav,TÄNAV,whatevs
"('Suur-Arehna',)",tänav,TÄNAV,whatevs
"('Suur-Are(h)vjevi',)",tänav,TÄNAV,whatevs
"('(Suur-)Orehhovi',)",tänav,TÄNAV,whatevs
"('Kümnes',)",tänav,TÄNAV,whatevs
"('Ülemiste',)",tänav,TÄNAV,whatevs
"('Sadovaja',)",tänav,TÄNAV,whatevs
"('Lehetu',)",tänav,TÄNAV,whatevs
"('Vahuri',)",tänav,TÄNAV,whatevs
"('Uulu',)",tänav,TÄNAV,whatevs
"('Rebase',)",tänav,TÄNAV,whatevs
"('Nikolajevi',)",tänav,TÄNAV,whatevs
"('Leigri',)",tänav,TÄNAV,whatevs
"('Suur-Balesna',)",tänav,TÄNAV,whatevs
"('Suur-Baleasna',)",tänav,TÄNAV,whatevs
"('Balesna',)",tänav,TÄNAV,whatevs
"('Kapsa',)",tänav,TÄNAV,whatevs
"('Suvoorovi',)",tänav,TÄNAV,whatevs
"('Kasarmu',)",tänav,TÄNAV,whatevs
"('Väike-Arevjevi',)",tänav,TÄNAV,whatevs
"('Väike-Arefjevi',)",tänav,TÄNAV,whatevs
"('Veike-Arehna',)",tänav,TÄNAV,whatevs
"('Veike-Arevjevi',)",tänav,TÄNAV,whatevs
"('Väike-Are(h)vjevi',)",tänav,TÄNAV,whatevs
"('Väike-Orehhovi',)",tänav,TÄNAV,whatevs
"('Elisabethi',)",tänav,TÄNAV,whatevs
"('Pätsi',)",tänav,TÄNAV,whatevs
"('Ungari',)",tänav,TÄNAV,whatevs
"('Näki',)",tänav,TÄNAV,whatevs
"('Leppa',)",tänav,TÄNAV,whatevs
"('Lepasaare',)",tänav,TÄNAV,whatevs
"('Proletarskaja',)",tänav,TÄNAV,whatevs
"('Leppiku',)",tänav,TÄNAV,whatevs
"('Liilja',)",tänav,TÄNAV,whatevs
"('Suur-Laevaehituse',)",tänav,TÄNAV,whatevs
"('Väike-Laevaehituse',)",tänav,TÄNAV,whatevs
"('Karl', 'Rimmi')",tänav,TÄNAV,whatevs
"('Rimmi',)",tänav,TÄNAV,whatevs
"('Liiva', 'laia')",tänav,TÄNAV,whatevs
"('laia',)",tänav,TÄNAV,whatevs
"('Laia-Liiva',)",tänav,TÄNAV,whatevs
"('Lai-Liiva',)",tänav,TÄNAV,whatevs
"('Suur-Kaasani',)",tänav,TÄNAV,whatevs
"('Hetseli',)",tänav,TÄNAV,whatevs
"('Hetsli',)",tänav,TÄNAV,whatevs
"('Ilja', 'Repini')",tänav,TÄNAV,whatevs
"('Repini',)",tänav,TÄNAV,whatevs
"('Tsvetotšnaja',)",tänav,TÄNAV,whatevs
"('Rosenfeldi',)",tänav,TÄNAV,whatevs
"('Rosenfeldti',)",tänav,TÄNAV,whatevs
"('Žukovski',)",tänav,TÄNAV,whatevs
"('Shukovski',)",tänav,TÄNAV,whatevs
"('Shukovi',)",tänav,TÄNAV,whatevs
"('Lilli',)",tänav,TÄNAV,whatevs
"('Nimeta',)",tänav,TÄNAV,whatevs
"('Olgina',)",tänav,TÄNAV,whatevs
"('Olga',)",tänav,TÄNAV,whatevs
"('Saksa',)",tänav,TÄNAV,whatevs
"('Valeeria',)",tänav,TÄNAV,whatevs
"('Valeria',)",tänav,TÄNAV,whatevs
"('Uus-Hollandi',)",tänav,TÄNAV,whatevs
"('Uue-Hollandi',)",tänav,TÄNAV,whatevs
"('Lootsmanni',)",tänav,TÄNAV,whatevs
"('Stalini',)",tänav,TÄNAV,whatevs
"('Doomi',)",tänav,TÄNAV,whatevs
"('Alam-Luha',)",tänav,TÄNAV,whatevs
"('Lugovaja',)",tänav,TÄNAV,whatevs
"('Haigemaja',)",tänav,TÄNAV,whatevs
"('Kliiniku',)",tänav,TÄNAV,whatevs
"('E.', 'Aspe')",tänav,TÄNAV,whatevs
"('Luisentali',)",tänav,TÄNAV,whatevs
"('Luisentaali',)",tänav,TÄNAV,whatevs
"('August', 'Pusta')",tänav,TÄNAV,whatevs
"('Pusta',)",tänav,TÄNAV,whatevs
"('Aleksandr', 'Matrossovi')",tänav,TÄNAV,whatevs
"('Matrossovi',)",tänav,TÄNAV,whatevs
"('Perehhodnaja',)",tänav,TÄNAV,whatevs
"('Erbe',)",tänav,TÄNAV,whatevs
"('Boris', 'Kummi')",tänav,TÄNAV,whatevs
"('Kummi',)",tänav,TÄNAV,whatevs
"('Nikolai', 'Gastello')",tänav,TÄNAV,whatevs
"('Gastello',)",tänav,TÄNAV,whatevs
"('Voronkini',)",tänav,TÄNAV,whatevs
"('Maakre',)",tänav,TÄNAV,whatevs
"('Tööstuse',)",tänav,TÄNAV,whatevs
"('Kasti',)",tänav,TÄNAV,whatevs
"('Suur-Maarja',)",tänav,TÄNAV,whatevs
"('Maarjaturu',)",tänav,TÄNAV,whatevs
"('Klubnitšnaja',)",tänav,TÄNAV,whatevs
"('Magasi',)",tänav,TÄNAV,whatevs
"('Magasiini',)",tänav,TÄNAV,whatevs
"('Magdalena',)",tänav,TÄNAV,whatevs
"('9.', 'Mai')",tänav,TÄNAV,whatevs
